City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Name,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Pittsburg,1020,Julie Porter,1,88641,66762,Office Supplies,Avery 487,Labels,12.7167,Central,20978,18.43,Kansas
Liberal,2046,Eileen Schwartz,1,88222,67901,Office Supplies,Avery 494,Labels,14.8902,Central,24438,21.58,Kansas
Topeka,287,Bruce Norton,1,89766,66614,Office Supplies,Avery White Multi-Purpose Labels,Labels,31.4709,Central,22842,45.61,Kansas
Hutchinson,3042,Tara Gold,1,86105,67501,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Labels,-7.86,Central,20256,6.65,Kansas
Owosso,716,Norma Kendall,1,89348,48841,Office Supplies,Avery 474,Labels,16.6911,Central,26238,24.19,Michigan
Inkster,2584,Seth Matthews,1,89658,48141,Office Supplies,Avery 48,Labels,67.6062,Central,19134,97.98,Michigan
Farmington Hills,2071,Victor Cherry,1,88555,48336,Office Supplies,Avery 481,Labels,23.2047,Central,20499,33.63,Michigan
Kalamazoo,2713,Lynda Banks,1,88701,49001,Office Supplies,Avery 492,Labels,17.4294,Central,18855,25.26,Michigan
Sault Sainte Marie,2466,Gilbert Godfrey,1,88141,49783,Office Supplies,Avery 496,Labels,10.557,Central,22620,15.3,Michigan
Allen Park,1361,Kristina Collier,1,89595,48101,Office Supplies,Avery 498,Labels,1.2236,Central,20829,3.08,Michigan
Garden City,2073,Evan Kelley,1,88566,48135,Office Supplies,Avery 510,Labels,9.75744,Central,26086,18.98,Michigan
Lansing,2715,Becky Farmer,1,88711,48911,Office Supplies,Avery 514,Labels,41.9727,Central,23171,60.83,Michigan
Prior Lake,1707,Rebecca Frazier Foley,1,88791,55372,Office Supplies,Avery 478,Labels,23.9499,Central,23443,34.71,Minnesota
Brooklyn Center,2202,Laurie Howe,1,86062,55429,Office Supplies,Avery 506,Labels,28.6281,Central,20753,41.49,Minnesota
Hopkins,1522,Earl Watts,1,89958,55305,Office Supplies,Avery 506,Labels,25.6197,Central,24302,37.13,Minnesota
Prior Lake,892,Marilyn Baxter,1,89474,55372,Office Supplies,Avery 506,Labels,29.1525,Central,20860,42.25,Minnesota
Apple Valley,2161,Judith Wallace,1,90392,55124,Office Supplies,Avery 51,Labels,57.5943,Central,23458,83.47,Minnesota
Brooklyn Center,2202,Laurie Howe,1,86050,55429,Office Supplies,Avery 51,Labels,40.3512,Central,22260,58.48,Minnesota
Coon Rapids,2290,Glen Robertson,1,88168,55433,Office Supplies,Avery 520,Labels,8.2869,Central,21336,12.01,Minnesota
Raytown,674,Albert Frost,1,88178,64133,Office Supplies,Avery 49,Labels,67.8063,Central,22769,98.27,Missouri
Maryland Heights,534,Geoffrey Ayers,1,88515,63043,Office Supplies,Avery 491,Labels,21.2382,Central,21417,30.78,Missouri
Creve Coeur,1765,Ralph Woods Scott,1,89783,63141,Office Supplies,Avery 507,Labels,-2.03,Central,22563,2.87,Missouri
Papillion,683,Seth Merrill,1,87766,68046,Office Supplies,Avery 504,Labels,16.6911,Central,18377,24.19,Nebraska
Columbus,1466,Wesley Reid,1,91120,68601,Office Supplies,Avery 52,Labels,-0.89376,Central,25252,4.04,Nebraska
Kearney,388,Roger Schwartz,1,90345,68847,Office Supplies,Avery 520,Labels,4.6989,Central,23769,6.81,Nebraska
Grand Forks,2912,Hannah Carver,1,87396,58201,Office Supplies,Avery 491,Labels,22.3077,Central,21290,32.33,North Dakota
Minot,2913,Lucy Arthur,1,87403,58701,Office Supplies,Avery 514,Labels,0.350000000,Central,23633,3.25,North Dakota
Lawton,1749,Sherri P Stephens,1,87243,73505,Office Supplies,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,-48.236,Central,20571,10.19,Oklahoma
Moore,2628,Danielle P Rao,1,85916,73160,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,-54.63,Central,18623,448.47,Oklahoma
Enid,1748,Helen Simpson,1,87257,73703,Office Supplies,Avery 49,Labels,40.7031,Central,19696,58.99,Oklahoma
Muskogee,2629,Terri McCarthy Manning,1,85925,74403,Office Supplies,Avery 492,Labels,28.4211,Central,19125,41.19,Oklahoma
Rapid City,2668,Carlos Hanson,1,87833,57701,Office Supplies,Self-Adhesive Removable Labels,Labels,34.3758,Central,18534,49.82,South Dakota
Brownsville,914,Marianne Cochran,1,86367,78521,Office Supplies,Avery 474,Labels,22.839,Central,19792,33.1,Texas
Houston,1999,Priscilla Kane,1,48643,77070,Office Supplies,Avery 474,Labels,0.13,Central,6834,39.11,Texas
Odessa,2851,Annie Sherrill,1,86456,79762,Office Supplies,Avery 474,Labels,9.7083,Central,20224,14.07,Texas
Mesquite,1660,Keith Liu Duncan,1,90127,75150,Office Supplies,Avery 48,Labels,19.5615,Central,19648,28.35,Texas
Houston,3106,Alexander O'Brien,1,548,77041,Office Supplies,Avery 481,Labels,36.02,Central,87,236.87,Texas
Plainview,2021,Lindsay Hoffman,1,86937,79072,Office Supplies,Avery 484,Labels,20.7552,Central,25204,30.08,Texas
Dallas,563,Marjorie Pope,1,11460,75081,Office Supplies,Avery 487,Labels,37.79,Central,1590,184.03,Texas
El Paso,1131,Benjamin Strauss,1,88111,79907,Office Supplies,Avery 487,Labels,32.5404,Central,19799,47.16,Texas
Weatherford,1354,Aaron Dillon,1,91209,76086,Office Supplies,Avery 491,Labels,-1.0712,Central,20870,8.3,Texas
Garland,1933,William Crawford,1,86691,75043,Office Supplies,Avery 494,Labels,35.3832,Central,18312,51.28,Texas
Dallas,1106,Maxine Collier Grady,1,33477,75220,Office Supplies,Avery 503,Labels,113.63,Central,4697,567.41,Texas
Laredo,1109,Dennis Welch,1,86420,78041,Office Supplies,Avery 503,Labels,99.5394,Central,22697,144.26,Texas
Lufkin,1368,Patsy Harmon,1,90518,75901,Office Supplies,Avery 506,Labels,37.9431,Central,24462,54.99,Texas
Wylie,1372,Thomas Evans,1,91335,75098,Office Supplies,Avery 506,Labels,0.349440000,Central,24826,8.46,Texas
Huntsville,2366,Emma M Li,1,91290,77340,Office Supplies,Avery 508,Labels,40.6479,Central,23320,58.91,Texas
Dallas,1106,Maxine Collier Grady,1,31301,75220,Office Supplies,Avery 510,Labels,35.016,Central,4396,198.31,Texas
Lancaster,1108,Dwight Bishop,1,86414,75146,Office Supplies,Avery 510,Labels,34.2102,Central,22396,49.58,Texas
Weatherford,1354,Aaron Dillon,1,91209,76086,Office Supplies,Avery White Multi-Purpose Labels,Labels,4.4104,Central,20871,10.04,Texas
Mesquite,1660,Keith Liu Duncan,1,90129,75150,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,572.7621,Central,23708,830.09,Texas
Highland Village,954,Tony Chandler,1,90771,75067,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Labels,19.0647,Central,20073,27.63,Texas
Superior,3229,Sharon Kessler,1,87443,54880,Office Supplies,Avery 479,Labels,41.0136,Central,18308,59.44,Wisconsin
Oak Creek,2976,Fred Barber,1,89051,53154,Office Supplies,Avery 491,Labels,-3.83952,Central,18797,4.63,Wisconsin
Wausau,3231,Arthur Fleming,1,87441,54401,Office Supplies,Avery 501,Labels,27.4689,Central,23199,39.81,Wisconsin
Madison,2555,Karl Knowles,1,86529,53711,Office Supplies,Avery 508,Labels,29.5251,Central,23584,42.79,Wisconsin
Eau Claire,2281,Monica Harvey,1,85951,54703,Office Supplies,Avery 52,Labels,5.0784,Central,18760,7.36,Wisconsin
Sheboygan,3190,Amy Jiang,1,86451,53081,Office Supplies,Avery White Multi-Purpose Labels,Labels,3.46,Central,18114,9.34,Wisconsin
Chicago,94,Eddie House Mueller,1,30883,60601,Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,59.84,Central,4332,402.74,Illinois
Belvidere,380,Marian Bryant,1,88932,61008,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,9.702,Central,18769,111.94,Illinois
Melrose Park,3123,Jamie Manning,1,87295,60160,Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Paper,25.3584,Central,22446,47.98,Illinois
Bloomington,381,Danielle Watts,1,88936,61701,Office Supplies,Array® Memo Cubes,Paper,11.94,Central,22687,35.14,Illinois
Kankakee,2499,Geoffrey Koch,1,88325,60901,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,Paper,52.35,Central,18513,142.44,Illinois
Woodridge,593,Joel Huffman,1,86324,60517,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,Paper,81.71,Central,21649,368.08,Illinois
Lombard,3035,Tina Evans,1,89128,60148,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,-75.9004,Central,18950,52.93,Illinois
Wheeling,566,Stephanie Pruitt,1,87104,60090,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,-57.0772,Central,21963,43.03,Illinois
Peoria,629,Alan Griffith,1,91160,61604,Office Supplies,HP Office Paper (20Lb. and 87 Bright),Paper,-11.07,Central,22524,20.36,Illinois
Carpentersville,1250,Kara Patton,1,87877,60110,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,109.4248,Central,18415,225.62,Illinois
Lansing,2718,Caroline Stone,1,89394,60438,Office Supplies,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Paper,65.41,Central,21863,98.17,Illinois
Lansing,3034,Maxine O Wallace,1,89132,60438,Office Supplies,Personal Creations™ Ink Jet Cards and Labels,Paper,2.7588,Central,18839,54.81,Illinois
Hanover Park,2398,Julian F Wolfe,1,86373,60103,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-15.0904,Central,22369,96.86,Illinois
Joliet,2472,Ricky Sanders,1,86515,60432,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-30.92,Central,24451,69.82,Illinois
East Saint Louis,1568,Jeanette Boswell,1,90234,62205,Office Supplies,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,98.0076,Central,22746,171.66,Illinois
Peoria,629,Alan Griffith,1,91162,61604,Office Supplies,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,150.1578,Central,20796,217.62,Illinois
Chicago,2403,Kara Gregory,1,12868,60699,Office Supplies,Spiral Phone Message Books with Labels by Adams,Paper,-5.26,Central,1796,9.37,Illinois
Elk Grove Village,1687,Ernest Dawson,1,86975,60007,Office Supplies,Spiral Phone Message Books with Labels by Adams,Paper,29.5941,Central,19807,42.89,Illinois
Carpentersville,1250,Kara Patton,1,87880,60110,Office Supplies,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,Paper,15.554,Central,21380,228.99,Illinois
Peoria,629,Alan Griffith,1,91159,61604,Office Supplies,Staples Colored Bar Computer Paper,Paper,124.2966,Central,25585,180.14,Illinois
Chicago,1682,Julie Edwards,1,38080,60611,Office Supplies,Staples Copy Paper (20Lb. and 84 Bright),Paper,-56.35,Central,5358,225.98,Illinois
Buffalo Grove,1005,Lloyd Dickson,1,90043,60089,Office Supplies,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,-3.88,Central,19380,12.18,Illinois
Lombard,3035,Tina Evans,1,89128,60148,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,52.1709,Central,18951,75.61,Illinois
Chicago,94,Eddie House Mueller,1,28582,60601,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,35.184,Central,4006,419.23,Illinois
Burbank,1065,Vicki Bond,1,88900,60459,Office Supplies,Unpadded Memo Slips,Paper,-8.7296,Central,18755,13.34,Illinois
Chicago,2107,Leigh Burnette Hurley,1,34849,60601,Office Supplies,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,15.816,Central,4897,182.05,Illinois
Calumet City,1068,Erik Barr,1,87111,60409,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,25.5892,Central,18332,241.52,Illinois
Northbrook,3197,Wallace Pugh,1,90852,60062,Office Supplies,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,-5.41,Central,20208,7.01,Illinois
Romeoville,1089,Jon Padgett,1,90134,60441,Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,13.608,Central,22772,50.24,Illinois
Highland Park,2409,Florence Wilder,1,85822,60035,Office Supplies,Xerox 188,Paper,43.35,Central,19929,71.78,Illinois
Oak Lawn,221,Colleen Wilcox,1,87232,60453,Office Supplies,Xerox 1881,Paper,-4.3576,Central,18671,16.53,Illinois
Quincy,759,Bernice F Day,1,86641,62301,Office Supplies,Xerox 1882,Paper,98.32,Central,23276,165.18,Illinois
Park Ridge,560,Hazel Walters,1,91158,60068,Office Supplies,Xerox 1885,Paper,166.1727,Central,26314,240.83,Illinois
Elmhurst,1769,Judith French,1,89111,60126,Office Supplies,Xerox 1887,Paper,2.13,Central,19300,60.73,Illinois
Elmhurst,1769,Judith French,1,89111,60126,Office Supplies,Xerox 1891,Paper,581.2353,Central,19301,842.37,Illinois
Aurora,191,Gerald Kearney,1,89094,60505,Office Supplies,Xerox 1892,Paper,108.01,Central,21605,158.33,Illinois
Buffalo Grove,1005,Lloyd Dickson,1,90044,60089,Office Supplies,Xerox 1893,Paper,551.0928,Central,20117,950.43,Illinois
Chicago,1402,Wesley Tate,1,26756,60653,Office Supplies,Xerox 1894,Paper,-103.77,Central,3744,330.06,Illinois
Plainfield,642,Jan Cross,1,91340,60544,Office Supplies,Xerox 1897,Paper,-95.92,Central,21929,45.81,Illinois
Oak Park,232,Sandy Holmes,1,90240,60302,Office Supplies,Xerox 190,Paper,-4.238,Central,21373,7.66,Illinois
Batavia,377,Sylvia Bush,1,89580,60510,Office Supplies,Xerox 1904,Paper,-78.02,Central,19227,105.69,Illinois
Saint Charles,1090,Seth Davies,1,90139,60174,Office Supplies,Xerox 1905,Paper,-188.29152,Central,26163,97.67,Illinois
Danville,3397,Andrea Shaw,1,87543,61832,Office Supplies,Xerox 1906,Paper,12.32,Central,19913,104.5,Illinois
Woodridge,593,Joel Huffman,1,86314,60517,Office Supplies,Xerox 1924,Paper,-120.99,Central,20346,34.76,Illinois
Collinsville,1339,James Perez,1,91248,62234,Office Supplies,Xerox 1929,Paper,76.9896,Central,21688,135.12,Illinois
Rock Island,767,Jeffrey Mueller,1,86281,61201,Office Supplies,Xerox 1930,Paper,-25.41,Central,21244,47.43,Illinois
Highland Park,2409,Florence Wilder,1,85822,60035,Office Supplies,Xerox 1932,Paper,242.9904,Central,19930,352.16,Illinois
Joliet,2411,Evelyn Bowden,1,85825,60432,Office Supplies,Xerox 1935,Paper,277.8009,Central,26133,402.61,Illinois
Kankakee,2499,Geoffrey Koch,1,88323,60901,Office Supplies,Xerox 1936,Paper,70.39,Central,19156,174.33,Illinois
Chicago,962,Yvonne Clarke,1,58433,60610,Office Supplies,Xerox 1937,Paper,730.44,Central,8174,2095.73,Illinois
Lansing,2718,Caroline Stone,1,89395,60438,Office Supplies,Xerox 194,Paper,117.1206,Central,25993,169.74,Illinois
Hanover Park,2398,Julian F Wolfe,1,86378,60103,Office Supplies,Xerox 1940,Paper,-23.24,Central,21914,62.26,Illinois
Chicago,2107,Leigh Burnette Hurley,1,22727,60601,Office Supplies,Xerox 1966,Paper,-120.37,Central,3164,402.36,Illinois
Crystal Lake,3396,Stuart Wiley,1,87548,60014,Office Supplies,Xerox 1966,Paper,-106.51248,Central,18863,89.42,Illinois
Des Plaines,3399,Marvin Reid,1,87551,60016,Office Supplies,Xerox 197,Paper,3.90688,Central,26075,373.27,Illinois
Saint Charles,1080,Colleen Fletcher,1,88464,60174,Office Supplies,Xerox 1971,Paper,-105.456,Central,20489,86.28,Illinois
Chicago,2107,Leigh Burnette Hurley,1,32806,60601,Office Supplies,Xerox 1977,Paper,-45.29,Central,4609,362.01,Illinois
Melrose Park,3123,Jamie Manning,1,87291,60160,Office Supplies,Xerox 1977,Paper,-33.69,Central,24097,56.29,Illinois
Rockford,1074,Sherry Brantley,1,86423,61107,Office Supplies,Xerox 198,Paper,-226.36,Central,18107,57.1,Illinois
Joliet,2472,Ricky Sanders,1,86516,60432,Office Supplies,Xerox 1980,Paper,33.37,Central,18127,166.23,Illinois
Calumet City,1068,Erik Barr,1,87109,60409,Office Supplies,Xerox 1982,Paper,-97.28,Central,20445,286.4,Illinois
Collinsville,1339,James Perez,1,91249,62234,Office Supplies,Xerox 1982,Paper,-39.92,Central,24754,54.44,Illinois
Kankakee,2499,Geoffrey Koch,1,88321,60901,Office Supplies,Xerox 1982,Paper,-42.38,Central,20323,78.99,Illinois
Chicago,2107,Leigh Burnette Hurley,1,39015,60601,Office Supplies,Xerox 1994,Paper,-28.45,Central,5502,134.58,Illinois
Chicago,1402,Wesley Tate,1,322,60653,Office Supplies,Xerox 1997,Paper,-291.59,Central,53,281,Illinois
Urbana,537,Nelson Coley,1,89904,61801,Office Supplies,Xerox 20,Paper,-23.37512,Central,20281,67.48,Illinois
Burbank,1006,Wallace Warner,1,90045,60459,Office Supplies,Xerox 21,Paper,-58.1436,Central,21874,36.06,Illinois
Chicago,94,Eddie House Mueller,1,56001,60601,Office Supplies,Xerox 210,Paper,-60.65,Central,7830,118.36,Illinois
Chicago,1402,Wesley Tate,1,26756,60653,Office Supplies,Xerox 210,Paper,-80.41,Central,3745,166.27,Illinois
Crystal Lake,3396,Stuart Wiley,1,87548,60014,Office Supplies,Xerox 213,Paper,-61.35936,Central,18864,43.44,Illinois
Kankakee,2499,Geoffrey Koch,1,88323,60901,Office Supplies,Xerox 214,Paper,-86.62,Central,19157,76.3,Illinois
Belleville,378,Cindy Ennis,1,89580,62223,Office Supplies,Xerox 217,Paper,-191.28,Central,19229,101.47,Illinois
Rockford,1088,Jeremy Orr,1,90143,61107,Office Supplies,Xerox 224,Paper,111.74512,Central,19855,243.95,Illinois
Carol Stream,1136,Carmen McPherson,1,87944,60188,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,-50.81216,Central,23472,130.72,Illinois
Chicago,2403,Kara Gregory,1,41831,60699,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,-96.29,Central,5903,292.35,Illinois
Oak Park,232,Sandy Holmes,1,90241,60302,Office Supplies,Xerox Blank Computer Paper,Paper,138.1728,Central,19496,200.29,Illinois
Carmel,596,Doris Fitzpatrick,1,86308,46032,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Paper,26.5857,Central,24481,38.53,Indiana
Frankfort,721,Melvin Duke,1,91054,46041,Office Supplies,"Array® Parchment Paper, Assorted Colors",Paper,-24.246,Central,24574,11.21,Indiana
New Albany,1512,Lawrence Koch,1,90304,47150,Office Supplies,Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,-214.39,Central,26002,120.53,Indiana
Muncie,1511,Joseph Dawson,1,90307,47302,Office Supplies,HP Office Paper (20Lb. and 87 Bright),Paper,-50.91392,Central,24718,123.83,Indiana
Mishawaka,1510,Gayle Lawson,1,90306,46544,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,68.6619,Central,22071,99.51,Indiana
Elkhart,866,Joyce Knowles,1,90676,46514,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,18.9543,Central,22964,27.47,Indiana
Valparaiso,1777,Miriam Greenberg,1,89940,46383,Office Supplies,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,90.6246,Central,21163,131.34,Indiana
Indianapolis,1387,Matthew Kearney,1,88316,46203,Office Supplies,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,385.6548,Central,26317,558.92,Indiana
West Lafayette,1778,Ray Oakley,1,89953,47906,Office Supplies,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,302.3718,Central,25495,438.22,Indiana
Granger,1213,Jeremy Pratt,1,88599,46530,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,-6.71,Central,24271,43.27,Indiana
Mishawaka,1510,Gayle Lawson,1,90306,46544,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,80.92,Central,22072,235.54,Indiana
Munster,2502,Toni Owens Poe,1,91310,46321,Office Supplies,Staples Premium Bright 1-Part Blank Computer Paper,Paper,30.63,Central,24901,90.44,Indiana
Michigan City,1487,Joshua Lancaster,1,86475,46360,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,102.58,Central,26245,196.53,Indiana
